Team,Match,Alliance,Time,X,Y
2412,1,red,5.6,45.82,11.87
2412,1,red,5.7,45.96,11.86
2412,1,red,5.8,46.48,10.24
2412,1,red,5.9,46.61,10.26
2412,1,red,6.0,46.51,10.24
2412,1,red,6.1,46.58,10.29
2412,1,red,6.2,46.58,10.28
2412,1,red,6.3,46.54,10.36
2412,1,red,6.4,46.03,12.01
2412,1,red,6.5,46.0,12.01
2412,1,red,6.6,46.13,12.02
2412,1,red,6.7,46.26,11.94
2412,1,red,6.8,46.36,11.94
2412,1,red,6.9,46.09,11.72
2412,1,red,7.0,46.05,11.65
2412,1,red,7.1,45.94,11.55
2412,1,red,7.2,46.01,11.55
2412,1,red,7.3,46.0,11.61
2412,1,red,7.4,45.99,11.66
2412,1,red,7.5,46.25,11.83
